,filename,n_rings,double_bonds,bonds,atoms
0,../data/polycyclic_hydrocarbons/pah_0.mol,4,8,19,16
1,../data/polycyclic_hydrocarbons/pah_1.mol,5,10,24,20
2,../data/polycyclic_hydrocarbons/pah_2.mol,5,10,24,20
3,../data/polycyclic_hydrocarbons/pah_3.mol,5,10,24,20
4,../data/polycyclic_hydrocarbons/pah_4.mol,6,11,27,22
5,../data/polycyclic_hydrocarbons/pah_5.mol,6,11,27,22
6,../data/polycyclic_hydrocarbons/pah_6.mol,7,12,30,24
7,../data/polycyclic_hydrocarbons/pah_7.mol,6,12,29,24
8,../data/polycyclic_hydrocarbons/pah_8.mol,6,12,29,24
9,../data/polycyclic_hydrocarbons/pah_9.mol,6,12,29,24
10,../data/polycyclic_hydrocarbons/pah_10.mol,6,12,29,24
11,../data/polycyclic_hydrocarbons/pah_11.mol,6,12,29,24
12,../data/polycyclic_hydrocarbons/pah_12.mol,6,12,29,24
13,../data/polycyclic_hydrocarbons/pah_13.mol,6,12,29,24
14,../data/polycyclic_hydrocarbons/pah_14.mol,6,12,29,24
15,../data/polycyclic_hydrocarbons/pah_15.mol,6,12,29,24
16,../data/polycyclic_hydrocarbons/pah_16.mol,6,12,29,24
17,../data/polycyclic_hydrocarbons/pah_17.mol,6,12,29,24
18,../data/polycyclic_hydrocarbons/pah_18.mol,6,12,29,24
19,../data/polycyclic_hydrocarbons/pah_19.mol,6,12,29,24
20,../data/polycyclic_hydrocarbons/pah_20.mol,7,13,32,26
